,x,y,hue,year,type,name,region,chapter_name
1804,-31.811058,-34.390743,10,1971,Free Trade Agreement,Arusha  Agreement,Europe; Africa,payments and capital
1805,-39.840206,40.314976,8,1971,Free Trade Agreement,Arusha  Agreement,Europe; Africa,institutional provisions
1806,-30.760853,10.84302,8,1971,Free Trade Agreement,Arusha  Agreement,Europe; Africa,general and final provisions
1807,-0.83190006,55.3933,57,1971,Free Trade Agreement,Arusha  Agreement,Europe; Africa,conclusion
1808,-5.0190845,18.296194,55,1966,Free Trade Agreement,Australia - New Zealand Free Trade Agreement,Oceania,
1809,20.622787,-26.80281,2,1966,Free Trade Agreement,Australia - New Zealand Free Trade Agreement,Oceania,
1810,10.57841,-23.656729,2,1966,Free Trade Agreement,Australia - New Zealand Free Trade Agreement,Oceania,
1811,12.717624,-36.198784,2,1962,Free Trade Agreement,Borneo Free Trade Area,,
1812,12.714091,-38.425774,2,1962,Free Trade Agreement,Borneo Free Trade Area,,
1813,27.218147,-49.037304,44,2004,Free Trade Agreement,Bulgaria - Bosnia and Herzegovina,Europe,preamble
1814,-43.690056,-0.55317926,46,2004,Free Trade Agreement,Bulgaria - Bosnia and Herzegovina,Europe,industrial products
1815,3.244987,2.9642212,46,2004,Free Trade Agreement,Bulgaria - Bosnia and Herzegovina,Europe,agricultural products
1816,4.1442375,2.9341712,40,2004,Free Trade Agreement,Bulgaria - Bosnia and Herzegovina,Europe,general provisions
1817,5.461363,4.531767,40,2004,Free Trade Agreement,Bulgaria - Bosnia and Herzegovina,Europe,conclusion
1818,12.405978,-31.863028,2,2002,Free Trade Agreement,Bulgaria - Estonia,Europe,preamble
1819,-5.137593,-63.385975,5,2002,Free Trade Agreement,Bulgaria - Estonia,Europe,industrial products
1820,7.399299,59.44137,57,2002,Free Trade Agreement,Bulgaria - Estonia,Europe,agricultural products
1821,21.162476,32.86801,19,2002,Free Trade Agreement,Bulgaria - Estonia,Europe,general provisions
1822,32.401123,17.926462,37,2002,Free Trade Agreement,Bulgaria - Estonia,Europe,institutional and final provisions
1823,34.854076,10.214307,27,2002,Free Trade Agreement,Bulgaria - Estonia,Europe,conclusion
1824,62.04397,5.7631288,27,2000,Free Trade Agreement,Bulgaria - Former Yugoslav Republic of Macedonia,Europe,preamble
1825,13.175042,52.380154,57,2000,Free Trade Agreement,Bulgaria - Former Yugoslav Republic of Macedonia,Europe,industrial products
1826,27.323475,18.38285,37,2000,Free Trade Agreement,Bulgaria - Former Yugoslav Republic of Macedonia,Europe,"agricultural, processed agricultural and fishery products"
1827,30.65828,16.823013,37,2000,Free Trade Agreement,Bulgaria - Former Yugoslav Republic of Macedonia,Europe,general provisions
1828,13.336678,50.69925,57,2000,Free Trade Agreement,Bulgaria - Former Yugoslav Republic of Macedonia,Europe,conclusion
1829,26.694372,18.075502,37,2002,Free Trade Agreement,Bulgaria - Israel,Europe; Middle East,preamble
1830,32.272106,12.344943,37,2002,Free Trade Agreement,Bulgaria - Israel,Europe; Middle East,industrial products
1831,13.219308,51.025864,57,2002,Free Trade Agreement,Bulgaria - Israel,Europe; Middle East,agricultural products
1832,27.31087,18.315653,37,2002,Free Trade Agreement,Bulgaria - Israel,Europe; Middle East,general provisions
1833,29.34838,18.414194,37,2002,Free Trade Agreement,Bulgaria - Israel,Europe; Middle East,conclusion
1834,13.323171,51.05476,57,2003,Free Trade Agreement,Bulgaria - Latvia,Europe,preamble
1835,32.16097,36.201878,49,2003,Free Trade Agreement,Bulgaria - Latvia,Europe,industrial products
1836,46.25339,31.674215,51,2003,Free Trade Agreement,Bulgaria - Latvia,Europe,agricultural products
1837,53.048477,-1.5417252,27,2003,Free Trade Agreement,Bulgaria - Latvia,Europe,general provisions
1838,65.54466,7.8780465,27,2003,Free Trade Agreement,Bulgaria - Latvia,Europe,conclusion
1839,57.925556,1.1094471,27,2002,Free Trade Agreement,Bulgaria - Lithuania,Europe,preamble
1840,30.488966,69.07556,57,2002,Free Trade Agreement,Bulgaria - Lithuania,Europe,industrial products
1841,26.251093,33.332863,49,2002,Free Trade Agreement,Bulgaria - Lithuania,Europe,agricultural products
1842,45.368282,30.904219,51,2002,Free Trade Agreement,Bulgaria - Lithuania,Europe,general provisions
1843,43.148495,22.5071,51,2002,Free Trade Agreement,Bulgaria - Lithuania,Europe,institutional and final provisions
1844,64.497086,7.3012705,27,2002,Free Trade Agreement,Bulgaria - Lithuania,Europe,conclusion
1845,43.474957,23.523333,51,2004,Free Trade Agreement,Bulgaria - Serbia and Montenegro,Europe,preamble
1846,28.524012,3.3107655,19,2004,Free Trade Agreement,Bulgaria - Serbia and Montenegro,Europe,industrial products
1847,47.0073,30.544735,51,2004,Free Trade Agreement,Bulgaria - Serbia and Montenegro,Europe,agricultural products
1848,52.48991,-2.052672,27,2004,Free Trade Agreement,Bulgaria - Serbia and Montenegro,Europe,general provisions
1849,63.065556,6.63804,27,2004,Free Trade Agreement,Bulgaria - Serbia and Montenegro,Europe,institutional and final provisions
1850,13.055728,55.081024,57,2004,Free Trade Agreement,Bulgaria - Serbia and Montenegro,Europe,conclusion
1851,45.31757,28.778664,51,1996,Free Trade Agreement,Bulgaria - Slovak Republic Free Trade Agreement,Europe,preamble
1852,44.938057,29.325415,51,1996,Free Trade Agreement,Bulgaria - Slovak Republic Free Trade Agreement,Europe,industrial products
1853,19.683441,57.322697,57,1996,Free Trade Agreement,Bulgaria - Slovak Republic Free Trade Agreement,Europe,agricultural products
1854,22.409552,33.095787,19,1996,Free Trade Agreement,Bulgaria - Slovak Republic Free Trade Agreement,Europe,general provisions
1855,31.661268,30.01336,49,1996,Free Trade Agreement,Bulgaria - Slovak Republic Free Trade Agreement,Europe,conclusion
1856,47.961277,-3.3958635,27,1997,Free Trade Agreement,Bulgaria - Slovenia,Europe,preamble
1857,62.964745,6.745637,27,1997,Free Trade Agreement,Bulgaria - Slovenia,Europe,industrial products
1858,8.769273,52.569214,57,1997,Free Trade Agreement,Bulgaria - Slovenia,Europe,agricultural products
1859,23.665075,33.29721,19,1997,Free Trade Agreement,Bulgaria - Slovenia,Europe,general provisions
1860,-38.176327,20.102901,8,1997,Free Trade Agreement,Bulgaria - Slovenia,Europe,conclusion
1861,33.863277,10.725079,27,1999,Free Trade Agreement,Bulgaria - Turkey,Europe,preamble
1862,67.52785,10.765838,27,1999,Free Trade Agreement,Bulgaria - Turkey,Europe,industrial products
1863,42.792618,6.226915,27,1999,Free Trade Agreement,Bulgaria - Turkey,Europe,agricultural products processed agricultural products and fishery products
1864,8.735193,53.787266,57,1999,Free Trade Agreement,Bulgaria - Turkey,Europe,general provisions
1865,22.954319,32.809288,19,1999,Free Trade Agreement,Bulgaria - Turkey,Europe,conclusion
1866,29.264902,31.710844,49,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,preamble
1867,43.623745,-4.0830626,27,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,objectives and scope
1868,66.59008,8.948005,27,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,general definitions
1869,32.5761,-6.0115333,27,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,rules of origin for goods
1870,5.980279,59.534214,57,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,border measures
1871,23.692924,32.910225,19,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,national treatment
1872,37.72524,-6.008716,27,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,technical standards
1873,65.98742,8.728271,27,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,agriculture
1874,38.61945,7.4859366,27,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,wine and distilled spirits
1875,8.594409,53.5296,57,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,energy
1876,22.409584,33.095867,19,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,trade in automotive goods
1877,37.869614,-5.9516096,27,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,emergency action
1878,67.72053,10.876498,27,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,exceptions for trade in goods
1879,38.696568,7.0259447,27,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,government procurement
1880,8.815867,53.77347,57,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,services
1881,20.387087,32.794464,19,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,temporary entry for business persons
1882,32.296032,30.053038,49,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,investment
1883,47.49203,-3.500128,27,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,financial services
1884,68.28416,11.7745,27,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,institutional provisions
1885,36.10621,68.72649,57,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,binational panel dispute settlement in antidumping and countervailing duty cases
1886,8.860046,29.065792,19,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,other provisions
1887,26.247852,-20.922163,27,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,final provisions
1888,0.5628576,-25.078861,14,1989,Free Trade Agreement,Canada - US Free Trade Agreement (CUSFTA),North America,conclusion
1889,-44.359875,-1.8239969,46,1968,Free Trade Agreement,Caribbean Free Trade Association (CARIFTA),Caribbean; South America,
1890,20.404379,32.797657,19,1968,Free Trade Agreement,Caribbean Free Trade Association (CARIFTA),Caribbean; South America,
1891,31.509428,33.17014,49,1959,Free Trade Agreement,Central American Free Trade Area,Central America,preamble
1892,43.59792,-1.9448544,27,1959,Free Trade Agreement,Central American Free Trade Area,Central America,trade regime
1893,67.35727,10.471668,27,1959,Free Trade Agreement,Central American Free Trade Area,Central America,discriminatory practices
1894,13.010084,53.86708,57,1959,Free Trade Agreement,Central American Free Trade Area,Central America,international transit
1895,23.029558,33.273006,19,1959,Free Trade Agreement,Central American Free Trade Area,Central America,import subsidies ad unfair business practices
1896,31.368975,33.206352,49,1959,Free Trade Agreement,Central American Free Trade Area,Central America,transport and comunications
1897,36.235607,-2.8634558,27,1959,Free Trade Agreement,Central American Free Trade Area,Central America,investments
1898,67.29849,10.27261,27,1959,Free Trade Agreement,Central American Free Trade Area,Central America,central american trade commission
1899,51.74264,-2.3180602,27,1959,Free Trade Agreement,Central American Free Trade Area,Central America,industrial integration
1900,5.390673,53.73049,57,1959,Free Trade Agreement,Central American Free Trade Area,Central America,general provisions
1901,12.189164,33.511173,19,1959,Free Trade Agreement,Central American Free Trade Area,Central America,temporary regimes
1902,8.193549,28.835712,19,1959,Free Trade Agreement,Central American Free Trade Area,Central America,final provisions
1903,19.80374,7.2084494,27,1959,Free Trade Agreement,Central American Free Trade Area,Central America,conclusion
1904,18.585665,8.2587185,50,1993,Free Trade Agreement,Central European Free Trade Agreement (CEFTA),Europe,preamble
1905,44.550617,0.99650043,27,1993,Free Trade Agreement,Central European Free Trade Agreement (CEFTA),Europe,industrial products
1906,49.543854,25.73462,51,1993,Free Trade Agreement,Central European Free Trade Agreement (CEFTA),Europe,agricultural products
1907,17.034977,11.222837,50,1993,Free Trade Agreement,Central European Free Trade Agreement (CEFTA),Europe,general provisions
1908,19.8945,-5.716289,36,1993,Free Trade Agreement,Central European Free Trade Agreement (CEFTA),Europe,conclusion
1909,-7.7555046,-14.944859,14,1999,Free Trade Agreement,Central European Free Trade Agreement (CEFTA) - Accession of Bulgaria,Europe,
1910,-14.425997,62.159767,58,1999,Free Trade Agreement,Central European Free Trade Agreement (CEFTA) - Accession of Bulgaria,Europe,
1911,1.2987716,-7.055397,7,1999,Free Trade Agreement,Central European Free Trade Agreement (CEFTA) - Accession of Bulgaria,Europe,
1912,-6.100945,-8.174023,14,1997,Free Trade Agreement,Central European Free Trade Agreement (CEFTA) - Accession of Romania,Europe,
1913,-15.12892,-18.204794,14,1997,Free Trade Agreement,Central European Free Trade Agreement (CEFTA) - Accession of Romania,Europe,
1914,-6.8173723,-12.430414,14,1997,Free Trade Agreement,Central European Free Trade Agreement (CEFTA) - Accession of Romania,Europe,
1915,0.58272386,-7.753646,7,1996,Free Trade Agreement,Central European Free Trade Agreement (CEFTA) - Accession of Slovenia,Europe,
1916,-34.170616,19.903091,8,1996,Free Trade Agreement,Central European Free Trade Agreement (CEFTA) - Accession of Slovenia,Europe,
1917,11.904312,33.641563,19,1996,Free Trade Agreement,Central European Free Trade Agreement (CEFTA) - Accession of Slovenia,Europe,
1918,59.67084,1.9093345,27,2003,Free Trade Agreement,Croatia - Albania,Europe,preamble
1919,8.6509075,62.359787,57,2003,Free Trade Agreement,Croatia - Albania,Europe,industrial products
1920,29.41863,16.943123,37,2003,Free Trade Agreement,Croatia - Albania,Europe,agricultural products
1921,15.588023,26.231419,19,2003,Free Trade Agreement,Croatia - Albania,Europe,general provisions
1922,27.543575,18.023628,37,2003,Free Trade Agreement,Croatia - Albania,Europe,institutional and final provisions
1923,30.01296,17.732328,37,2003,Free Trade Agreement,Croatia - Albania,Europe,conclusion
1924,34.33703,11.067582,27,2001,Free Trade Agreement,Croatia - Bosnia and Herzegovina,Europe,preamble
1925,38.094173,4.386291,27,2001,Free Trade Agreement,Croatia - Bosnia and Herzegovina,Europe,industrial products
1926,39.266975,7.103624,27,2001,Free Trade Agreement,Croatia - Bosnia and Herzegovina,Europe,agricultural products
1927,-13.788206,62.85543,58,2001,Free Trade Agreement,Croatia - Bosnia and Herzegovina,Europe,general provisions
1928,49.697983,27.044268,51,2001,Free Trade Agreement,Croatia - Bosnia and Herzegovina,Europe,conclusion
1929,46.59717,32.927963,51,1997,Free Trade Agreement,Croatia - Former Yugoslav Republic of Macedonia,Europe,preamble
1930,32.500706,18.150633,37,1997,Free Trade Agreement,Croatia - Former Yugoslav Republic of Macedonia,Europe,industrial products
1931,20.405935,12.054854,50,1997,Free Trade Agreement,Croatia - Former Yugoslav Republic of Macedonia,Europe,agricultural and food products
1932,20.164698,-2.3160555,36,1997,Free Trade Agreement,Croatia - Former Yugoslav Republic of Macedonia,Europe,general provisions
1933,-17.49083,-10.810001,14,1997,Free Trade Agreement,Croatia - Former Yugoslav Republic of Macedonia,Europe,conclusion
1934,-18.46471,-8.929863,14,2004,Free Trade Agreement,Croatia - Serbia and Montenegro,Europe,
1935,-30.601654,27.469646,8,2004,Free Trade Agreement,Croatia - Serbia and Montenegro,Europe,
1936,-5.3079743,22.528051,55,2004,Free Trade Agreement,Croatia - Serbia and Montenegro,Europe,
1937,14.280786,25.929035,19,1996,Free Trade Agreement,Czech Republic - Bulgaria Free Trade Agreement,Europe,preamble
1938,26.57051,18.067213,37,1996,Free Trade Agreement,Czech Republic - Bulgaria Free Trade Agreement,Europe,industrial products
1939,30.177872,17.274382,37,1996,Free Trade Agreement,Czech Republic - Bulgaria Free Trade Agreement,Europe,agricultural products
1940,35.70018,9.627108,27,1996,Free Trade Agreement,Czech Republic - Bulgaria Free Trade Agreement,Europe,general provisions
1941,37.731167,4.6472926,27,1996,Free Trade Agreement,Czech Republic - Bulgaria Free Trade Agreement,Europe,conclusion
1942,39.275764,7.0021453,27,1998,Free Trade Agreement,Czech Republic - Estonia,Europe,preamble
1943,-29.62045,27.557953,8,1998,Free Trade Agreement,Czech Republic - Estonia,Europe,industrial products
1944,16.542187,23.241772,37,1998,Free Trade Agreement,Czech Republic - Estonia,Europe,agricultural products
1945,53.62713,-1.8710198,27,1998,Free Trade Agreement,Czech Republic - Estonia,Europe,general provisions
1946,-32.24831,22.268345,8,1998,Free Trade Agreement,Czech Republic - Estonia,Europe,institutional and final provisions
1947,-3.074513,52.399014,55,1998,Free Trade Agreement,Czech Republic - Estonia,Europe,conclusion
1948,29.739319,30.11873,37,1997,Free Trade Agreement,Czech Republic - Israel,Europe; Middle East,preamble
1949,50.918118,-2.5870214,27,1997,Free Trade Agreement,Czech Republic - Israel,Europe; Middle East,industrial products
1950,52.51599,-2.045437,27,1997,Free Trade Agreement,Czech Republic - Israel,Europe; Middle East,agricultural products
1951,40.19741,-3.002608,27,1997,Free Trade Agreement,Czech Republic - Israel,Europe; Middle East,general provisions
1952,61.20028,3.7201319,27,1997,Free Trade Agreement,Czech Republic - Israel,Europe; Middle East,institutional and final provisions
1953,22.611946,-7.7799497,36,1997,Free Trade Agreement,Czech Republic - Israel,Europe; Middle East,conclusion
1954,-39.430614,36.265434,8,1997,Free Trade Agreement,Czech Republic - Latvia,Europe,preamble
1955,14.98635,32.350018,19,1997,Free Trade Agreement,Czech Republic - Latvia,Europe,industrial products
1956,16.99139,29.349773,19,1997,Free Trade Agreement,Czech Republic - Latvia,Europe,agricultural products
1957,31.497765,19.239922,37,1997,Free Trade Agreement,Czech Republic - Latvia,Europe,general provisions
1958,53.11504,-2.0605016,27,1997,Free Trade Agreement,Czech Republic - Latvia,Europe,institutional and final provisions
1959,49.126625,-3.298267,27,1997,Free Trade Agreement,Czech Republic - Latvia,Europe,conclusion
1960,40.563686,-3.2468414,27,1997,Free Trade Agreement,Czech Republic - Lithuania,Europe,preamble
1961,61.27301,3.7868953,27,1997,Free Trade Agreement,Czech Republic - Lithuania,Europe,industrial products
1962,-14.343476,62.739002,58,1997,Free Trade Agreement,Czech Republic - Lithuania,Europe,agricultural products
1963,49.693848,26.722744,51,1997,Free Trade Agreement,Czech Republic - Lithuania,Europe,general provisions
1964,46.298504,33.077007,51,1997,Free Trade Agreement,Czech Republic - Lithuania,Europe,institutional and final provisions
1965,-43.780334,20.997822,8,1997,Free Trade Agreement,Czech Republic - Lithuania,Europe,conclusion
1966,18.191082,9.438866,50,1995,Free Trade Agreement,Czech Republic - Romania Free Trade Agreement,Europe,preamble
1967,21.928574,-7.9222503,36,1995,Free Trade Agreement,Czech Republic - Romania Free Trade Agreement,Europe,industrial products
1968,-12.741455,-23.510872,14,1995,Free Trade Agreement,Czech Republic - Romania Free Trade Agreement,Europe,agricultural products
1969,-18.345047,-17.076336,14,1995,Free Trade Agreement,Czech Republic - Romania Free Trade Agreement,Europe,general provisions
1970,3.4131567,3.2646284,40,1995,Free Trade Agreement,Czech Republic - Romania Free Trade Agreement,Europe,conclusion
1971,-39.880882,39.709095,8,1993,Customs Union,Czech Republic - Slovak Republic Customs Union,Europe,preamble
1972,15.276629,8.823518,50,1993,Customs Union,Czech Republic - Slovak Republic Customs Union,Europe,economic policy in agriculture
1973,19.37351,7.6307335,50,1993,Customs Union,Czech Republic - Slovak Republic Customs Union,Europe,common provisions
1974,-34.607082,20.83852,8,1993,Customs Union,Czech Republic - Slovak Republic Customs Union,Europe,temporary and final provisions
1975,3.992621,64.12549,57,1993,Customs Union,Czech Republic - Slovak Republic Customs Union,Europe,conclusion
1976,15.498494,8.923435,50,1994,Free Trade Agreement,Czech Republic - Slovenia,Europe,preamble
1977,-5.3710885,-11.500776,50,1994,Free Trade Agreement,Czech Republic - Slovenia,Europe,industrial products
1978,40.292164,-10.416584,27,1994,Free Trade Agreement,Czech Republic - Slovenia,Europe,agricultural products
1979,40.15994,-10.679987,27,1994,Free Trade Agreement,Czech Republic - Slovenia,Europe,general provisions
1980,44.592033,1.0601109,27,1994,Free Trade Agreement,Czech Republic - Slovenia,Europe,conclusion
1981,-34.323578,20.30922,8,1998,Free Trade Agreement,Czech Republic - Turkey,Europe,preamble
1982,-2.0219765,53.979713,57,1998,Free Trade Agreement,Czech Republic - Turkey,Europe,industrial products
1983,16.34659,23.28275,37,1998,Free Trade Agreement,Czech Republic - Turkey,Europe,agricultural products
1984,27.256056,18.072115,37,1998,Free Trade Agreement,Czech Republic - Turkey,Europe,general provisions
1985,29.532684,16.581896,37,1998,Free Trade Agreement,Czech Republic - Turkey,Europe,institutional and final provisions
1986,32.697132,12.827957,37,1998,Free Trade Agreement,Czech Republic - Turkey,Europe,conclusion
1987,37.69432,4.711553,27,1976,Free Trade Agreement,EC - Algeria,Africa; Europe,preamble
1988,38.583027,7.3627477,27,1976,Free Trade Agreement,EC - Algeria,Africa; Europe,political dialogue
1989,20.984426,-1.3017682,37,1976,Free Trade Agreement,EC - Algeria,Africa; Europe,industrial products
1990,-28.972916,27.73067,8,1976,Free Trade Agreement,EC - Algeria,Africa; Europe,"agricultural, fishery and processed agricultural products"
1991,30.251123,2.5522397,27,1976,Free Trade Agreement,EC - Algeria,Africa; Europe,common provisions
1992,55.068237,-2.0389638,27,1976,Free Trade Agreement,EC - Algeria,Africa; Europe,trade in services
1993,5.5856924,53.99855,57,1976,Free Trade Agreement,EC - Algeria,Africa; Europe,current payments and movement of capital
1994,17.72247,32.613117,19,1976,Free Trade Agreement,EC - Algeria,Africa; Europe,competition and other economic matters
1995,59.79103,1.932716,27,1976,Free Trade Agreement,EC - Algeria,Africa; Europe,economic cooperation
1996,16.624414,32.002693,19,1976,Free Trade Agreement,EC - Algeria,Africa; Europe,workers
1997,16.864344,32.37622,19,1976,Free Trade Agreement,EC - Algeria,Africa; Europe,dialogue in social matters
1998,51.90426,-4.7909184,27,1976,Free Trade Agreement,EC - Algeria,Africa; Europe,cooperation in the social field
1999,-12.855574,-44.818447,23,1976,Free Trade Agreement,EC - Algeria,Africa; Europe,cooperation in the fields of education and culture
2000,-3.3680458,51.794033,55,1976,Free Trade Agreement,EC - Algeria,Africa; Europe,financial cooperation
2001,4.9732227,27.47265,19,1976,Free Trade Agreement,EC - Algeria,Africa; Europe,cooperation in the field of justice and home affairs
2002,25.055067,-21.225973,27,1976,Free Trade Agreement,EC - Algeria,Africa; Europe,"institutional, general and final provisions"
2003,25.600039,-20.151085,27,1972,Free Trade Agreement,EC - Austria Agreement of 1972,Europe,
2004,56.681576,0.029877074,27,1972,Free Trade Agreement,EC - Austria Agreement of 1972,Europe,
2005,27.37073,-20.782986,27,1972,Free Trade Agreement,EC - Austria Agreement of 1972,Europe,
2006,-12.899381,62.157772,58,1995,Free Trade Agreement & Economic Integration Agreement,EC - Bulgaria Europe Agreement,Europe,preamble
2007,9.9257765,-22.61392,2,1995,Free Trade Agreement & Economic Integration Agreement,EC - Bulgaria Europe Agreement,Europe,political dialogue
2008,24.689587,-20.802382,27,1995,Free Trade Agreement & Economic Integration Agreement,EC - Bulgaria Europe Agreement,Europe,general principles
2009,-39.137775,33.292297,8,1995,Free Trade Agreement & Economic Integration Agreement,EC - Bulgaria Europe Agreement,Europe,industrial products
2010,3.7338789,59.950733,57,1995,Free Trade Agreement & Economic Integration Agreement,EC - Bulgaria Europe Agreement,Europe,agriculture
2011,29.35585,17.242529,37,1995,Free Trade Agreement & Economic Integration Agreement,EC - Bulgaria Europe Agreement,Europe,fisheries
2012,15.836786,26.48226,19,1995,Free Trade Agreement & Economic Integration Agreement,EC - Bulgaria Europe Agreement,Europe,common provisions
2013,31.257818,19.162256,37,1995,Free Trade Agreement & Economic Integration Agreement,EC - Bulgaria Europe Agreement,Europe,movement of workers
2014,30.019926,17.929667,37,1995,Free Trade Agreement & Economic Integration Agreement,EC - Bulgaria Europe Agreement,Europe,establishment
2015,33.01291,12.452658,37,1995,Free Trade Agreement & Economic Integration Agreement,EC - Bulgaria Europe Agreement,Europe,supply of services between the community and bulgaria
2016,37.919903,4.119147,27,1995,Free Trade Agreement & Economic Integration Agreement,EC - Bulgaria Europe Agreement,Europe,general provisions
2017,38.858932,7.1409464,27,1995,Free Trade Agreement & Economic Integration Agreement,EC - Bulgaria Europe Agreement,Europe,current payments and movement of capital
2018,-13.85911,62.865288,58,1995,Free Trade Agreement & Economic Integration Agreement,EC - Bulgaria Europe Agreement,Europe,competition and other economic provisions
2019,45.033215,31.803621,51,1995,Free Trade Agreement & Economic Integration Agreement,EC - Bulgaria Europe Agreement,Europe,approximation of laws
2020,-37.912613,22.126451,8,1995,Free Trade Agreement & Economic Integration Agreement,EC - Bulgaria Europe Agreement,Europe,economic cooperation
2021,20.286493,12.10033,50,1995,Free Trade Agreement & Economic Integration Agreement,EC - Bulgaria Europe Agreement,Europe,cultural cooperation
2022,20.129374,-2.3805661,36,1995,Free Trade Agreement & Economic Integration Agreement,EC - Bulgaria Europe Agreement,Europe,financial cooperation
2023,-17.504196,-10.889683,14,1995,Free Trade Agreement & Economic Integration Agreement,EC - Bulgaria Europe Agreement,Europe,"institutional, general and final provisions"
2024,-17.590008,-8.934183,14,1995,Free Trade Agreement & Economic Integration Agreement,EC - Bulgaria Europe Agreement,Europe,conclusion
2025,-30.266209,27.39292,8,1993,Free Trade Agreement,EC - Bulgaria Interim Agreement,Europe,preamble
2026,-2.936374,52.614372,55,1993,Free Trade Agreement,EC - Bulgaria Interim Agreement,Europe,general principles
2027,29.28223,19.594332,37,1993,Free Trade Agreement,EC - Bulgaria Interim Agreement,Europe,industrial products
2028,30.353186,17.61816,37,1993,Free Trade Agreement,EC - Bulgaria Interim Agreement,Europe,agriculture
2029,34.84666,10.558856,27,1993,Free Trade Agreement,EC - Bulgaria Interim Agreement,Europe,fisheries
2030,39.946453,7.06214,27,1993,Free Trade Agreement,EC - Bulgaria Interim Agreement,Europe,common provisions
2031,20.034334,-2.6343749,36,1993,Free Trade Agreement,EC - Bulgaria Interim Agreement,Europe,"payments, competition and other economic provisions"
2032,-29.31551,27.605282,8,1993,Free Trade Agreement,EC - Bulgaria Interim Agreement,Europe,"institutional, general and final provisions"
2033,36.49091,-10.108931,27,1973,Customs Union,EC - Cyprus Association Agreement,Europe,preamble
2034,-29.394964,20.200335,8,1973,Customs Union,EC - Cyprus Association Agreement,Europe,trade
2035,6.5232368,63.03058,57,1973,Customs Union,EC - Cyprus Association Agreement,Europe,general and final provisions
2036,14.215484,25.382385,19,1973,Customs Union,EC - Cyprus Association Agreement,Europe,conclusion
2037,13.83198,27.129677,19,1992,Free Trade Agreement,EC - Czech and Slovak Federal Republic Interim Agreement,Europe,preamble
2038,16.41643,23.457108,37,1992,Free Trade Agreement,EC - Czech and Slovak Federal Republic Interim Agreement,Europe,industrial products
2039,29.34022,18.656881,37,1992,Free Trade Agreement,EC - Czech and Slovak Federal Republic Interim Agreement,Europe,agriculture
2040,34.013138,11.36282,37,1992,Free Trade Agreement,EC - Czech and Slovak Federal Republic Interim Agreement,Europe,fisheries
2041,35.74349,9.531253,27,1992,Free Trade Agreement,EC - Czech and Slovak Federal Republic Interim Agreement,Europe,common provisions
2042,38.6389,7.823621,27,1992,Free Trade Agreement,EC - Czech and Slovak Federal Republic Interim Agreement,Europe,"payments, competition and other economic provisions"
2043,-13.788479,62.759777,58,1992,Free Trade Agreement,EC - Czech and Slovak Federal Republic Interim Agreement,Europe,"institutional, general and final provisions"
2044,44.941444,31.918646,51,1995,Free Trade Agreement & Economic Integration Agreement,EC - Czech Republic Europe Agreement,Europe,preamble
2045,17.359802,11.97178,50,1995,Free Trade Agreement & Economic Integration Agreement,EC - Czech Republic Europe Agreement,Europe,political dialogue
2046,19.763603,11.999789,50,1995,Free Trade Agreement & Economic Integration Agreement,EC - Czech Republic Europe Agreement,Europe,general principles
2047,20.124744,-2.3753207,36,1995,Free Trade Agreement & Economic Integration Agreement,EC - Czech Republic Europe Agreement,Europe,industrial products
2048,-17.30175,-7.613297,14,1995,Free Trade Agreement & Economic Integration Agreement,EC - Czech Republic Europe Agreement,Europe,agriculture
2049,-17.44251,-11.000614,14,1995,Free Trade Agreement & Economic Integration Agreement,EC - Czech Republic Europe Agreement,Europe,fisheries
2050,0.94603044,-7.4046545,7,1995,Free Trade Agreement & Economic Integration Agreement,EC - Czech Republic Europe Agreement,Europe,common provisions
2051,-18.54126,-8.947445,14,1995,Free Trade Agreement & Economic Integration Agreement,EC - Czech Republic Europe Agreement,Europe,movement of workers
